review_id,customer_id,review_text,sentiment
REV-3393,CUST-103234,"Overpriced for what you get, the backpack feels cheap and flimsy.",negative
REV-3394,CUST-105225,"Great customer support when my wireless earbuds had an issue, resolved quickly.",positive
REV-3395,CUST-104815,"Love the office chair, exactly as described. Highly recommend to others.",positive
REV-3396,CUST-100932,"Great customer support when my backpack had an issue, resolved quickly.",positive
REV-3397,CUST-105197,Customer support never responded about my wireless earbuds refund request.,negative
REV-3398,CUST-100766,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-3399,CUST-103010,"Fast delivery and the blender works great, very happy with this purchase.",positive
REV-3400,CUST-101688,"Would not recommend, the phone case did not match the description at all.",negative
REV-3401,CUST-105202,"Excellent quality office chair, exceeded my expectations. Will buy again!",positive
REV-3402,CUST-105463,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-3403,CUST-104504,"Great customer support when my office chair had an issue, resolved quickly.",positive
REV-3404,CUST-101041,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-3405,CUST-105681,"The wireless earbuds broke after one week, very disappointed with the quality.",negative
REV-3406,CUST-103709,"Overpriced for what you get, the backpack feels cheap and flimsy.",negative
REV-3407,CUST-100970,"Overpriced for what you get, the coffee maker feels cheap and flimsy.",negative
REV-3408,CUST-103108,"Great customer support when my backpack had an issue, resolved quickly.",positive
REV-3409,CUST-101432,"Overpriced for what you get, the sneakers feels cheap and flimsy.",negative
REV-3410,CUST-100670,"Great customer support when my backpack had an issue, resolved quickly.",positive
REV-3411,CUST-103553,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-3412,CUST-103975,"Excellent quality office chair, exceeded my expectations. Will buy again!",positive
REV-3413,CUST-103949,"Fast delivery and the wireless earbuds works great, very happy with this purchase.",positive
REV-3414,CUST-103260,"Overpriced for what you get, the phone case feels cheap and flimsy.",negative
REV-3415,CUST-104134,"Overpriced for what you get, the desk lamp feels cheap and flimsy.",negative
REV-3416,CUST-104071,"The blender broke after one week, very disappointed with the quality.",negative
REV-3417,CUST-104843,"Great customer support when my backpack had an issue, resolved quickly.",positive
REV-3418,CUST-101266,Customer support never responded about my desk lamp refund request.,negative
REV-3419,CUST-100778,"Would not recommend, the backpack did not match the description at all.",negative
REV-3420,CUST-104780,"Great customer support when my backpack had an issue, resolved quickly.",positive
REV-3421,CUST-105939,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-3422,CUST-101768,"Love the desk lamp, exactly as described. Highly recommend to others.",positive
REV-3423,CUST-102953,"Excellent quality desk lamp, exceeded my expectations. Will buy again!",positive
REV-3424,CUST-105718,Delivery took way too long and the phone case arrived damaged.,negative
REV-3425,CUST-101316,The office chair arrived on time and packaging was perfect. Five stars.,positive
REV-3426,CUST-101736,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-3427,CUST-102226,Delivery took way too long and the desk lamp arrived damaged.,negative
REV-3428,CUST-104341,"Would not recommend, the coffee maker did not match the description at all.",negative
REV-3429,CUST-102806,"Love the backpack, exactly as described. Highly recommend to others.",positive
REV-3430,CUST-103700,Delivery took way too long and the office chair arrived damaged.,negative
REV-3431,CUST-102529,"Love the backpack, exactly as described. Highly recommend to others.",positive
REV-3432,CUST-104085,"Overpriced for what you get, the blender feels cheap and flimsy.",negative
REV-3433,CUST-104120,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-3434,CUST-101802,"Would not recommend, the sneakers did not match the description at all.",negative
REV-3435,CUST-105573,"Great customer support when my sneakers had an issue, resolved quickly.",positive
REV-3436,CUST-105410,"Excellent quality sneakers, exceeded my expectations. Will buy again!",positive
REV-3437,CUST-100074,Customer support never responded about my coffee maker refund request.,negative
REV-3438,CUST-104462,Delivery took way too long and the coffee maker arrived damaged.,negative
REV-3439,CUST-103469,"Excellent quality office chair, exceeded my expectations. Will buy again!",positive
REV-3440,CUST-102587,Customer support never responded about my office chair refund request.,negative
REV-3441,CUST-105739,"Overpriced for what you get, the coffee maker feels cheap and flimsy.",negative
REV-3442,CUST-100641,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-3443,CUST-103128,Delivery took way too long and the blender arrived damaged.,negative
REV-3444,CUST-104909,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-3445,CUST-104531,"Great customer support when my sneakers had an issue, resolved quickly.",positive
REV-3446,CUST-103085,"Would not recommend, the coffee maker did not match the description at all.",negative
REV-3447,CUST-104220,Customer support never responded about my wireless earbuds refund request.,negative
REV-3448,CUST-103358,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-3449,CUST-100953,"Overpriced for what you get, the office chair feels cheap and flimsy.",negative
REV-3450,CUST-103512,"Love the sneakers, exactly as described. Highly recommend to others.",positive
REV-3451,CUST-101885,"Great customer support when my wireless earbuds had an issue, resolved quickly.",positive
REV-3452,CUST-100447,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-3453,CUST-104495,"The blender broke after one week, very disappointed with the quality.",negative
REV-3454,CUST-102033,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-3455,CUST-103927,"Great customer support when my office chair had an issue, resolved quickly.",positive
REV-3456,CUST-104392,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-3457,CUST-104252,"Love the sneakers, exactly as described. Highly recommend to others.",positive
REV-3458,CUST-105397,"Fast delivery and the backpack works great, very happy with this purchase.",positive
REV-3459,CUST-104143,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-3460,CUST-101097,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-3461,CUST-102194,"Overpriced for what you get, the office chair feels cheap and flimsy.",negative
REV-3462,CUST-103214,"Overpriced for what you get, the office chair feels cheap and flimsy.",negative
REV-3463,CUST-102540,"Would not recommend, the backpack did not match the description at all.",negative
REV-3464,CUST-104582,Customer support never responded about my backpack refund request.,negative
REV-3465,CUST-101312,Customer support never responded about my phone case refund request.,negative
REV-3466,CUST-101509,"Fast delivery and the blender works great, very happy with this purchase.",positive
REV-3467,CUST-102999,"Fast delivery and the wireless earbuds works great, very happy with this purchase.",positive
REV-3468,CUST-100514,"Overpriced for what you get, the wireless earbuds feels cheap and flimsy.",negative
REV-3469,CUST-101456,"Excellent quality sneakers, exceeded my expectations. Will buy again!",positive
REV-3470,CUST-104335,Customer support never responded about my blender refund request.,negative
REV-3471,CUST-103289,"Overpriced for what you get, the sneakers feels cheap and flimsy.",negative
REV-3472,CUST-100217,"Great customer support when my sneakers had an issue, resolved quickly.",positive
REV-3473,CUST-102900,Delivery took way too long and the office chair arrived damaged.,negative
REV-3474,CUST-105872,"Great customer support when my blender had an issue, resolved quickly.",positive
REV-3475,CUST-104609,"The wireless earbuds broke after one week, very disappointed with the quality.",negative
REV-3476,CUST-105649,Delivery took way too long and the office chair arrived damaged.,negative
REV-3477,CUST-101537,"Excellent quality wireless earbuds, exceeded my expectations. Will buy again!",positive
REV-3478,CUST-102368,"Love the office chair, exactly as described. Highly recommend to others.",positive
REV-3479,CUST-102618,The backpack arrived on time and packaging was perfect. Five stars.,positive
REV-3480,CUST-102037,"The office chair broke after one week, very disappointed with the quality.",negative
REV-3481,CUST-103148,"Love the sneakers, exactly as described. Highly recommend to others.",positive
REV-3482,CUST-100934,"Great customer support when my sneakers had an issue, resolved quickly.",positive
REV-3483,CUST-101297,"Would not recommend, the desk lamp did not match the description at all.",negative
REV-3484,CUST-104374,Delivery took way too long and the backpack arrived damaged.,negative
REV-3485,CUST-102469,"Excellent quality coffee maker, exceeded my expectations. Will buy again!",positive
REV-3486,CUST-103595,"Would not recommend, the wireless earbuds did not match the description at all.",negative
REV-3487,CUST-104900,"Love the phone case, exactly as described. Highly recommend to others.",positive
REV-3488,CUST-101489,"Great customer support when my sneakers had an issue, resolved quickly.",positive
REV-3489,CUST-104685,"Excellent quality office chair, exceeded my expectations. Will buy again!",positive
REV-3490,CUST-102405,Customer support never responded about my phone case refund request.,negative
REV-3491,CUST-102515,"Great customer support when my backpack had an issue, resolved quickly.",positive
REV-3492,CUST-100736,"Great customer support when my office chair had an issue, resolved quickly.",positive
REV-3493,CUST-100743,"Fast delivery and the backpack works great, very happy with this purchase.",positive
REV-3494,CUST-102366,The coffee maker arrived on time and packaging was perfect. Five stars.,positive
REV-3495,CUST-105828,Customer support never responded about my wireless earbuds refund request.,negative
REV-3496,CUST-103344,"Fast delivery and the backpack works great, very happy with this purchase.",positive
REV-3497,CUST-101851,The phone case arrived on time and packaging was perfect. Five stars.,positive
REV-3498,CUST-102671,"Excellent quality coffee maker, exceeded my expectations. Will buy again!",positive
REV-3499,CUST-102170,"Love the desk lamp, exactly as described. Highly recommend to others.",positive
REV-3500,CUST-100395,Delivery took way too long and the sneakers arrived damaged.,negative
REV-3501,CUST-101215,Customer support never responded about my blender refund request.,negative
REV-3502,CUST-103976,"Overpriced for what you get, the desk lamp feels cheap and flimsy.",negative
REV-3503,CUST-100072,"Excellent quality blender, exceeded my expectations. Will buy again!",positive
REV-3504,CUST-101939,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-3505,CUST-100652,The desk lamp arrived on time and packaging was perfect. Five stars.,positive
REV-3506,CUST-100386,"The blender broke after one week, very disappointed with the quality.",negative
REV-3507,CUST-105745,"Would not recommend, the backpack did not match the description at all.",negative
REV-3508,CUST-103542,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-3509,CUST-100812,"Would not recommend, the coffee maker did not match the description at all.",negative
REV-3510,CUST-101306,Customer support never responded about my blender refund request.,negative
REV-3511,CUST-104817,"Overpriced for what you get, the wireless earbuds feels cheap and flimsy.",negative
REV-3512,CUST-103851,"Would not recommend, the office chair did not match the description at all.",negative
REV-3513,CUST-105861,"Great customer support when my phone case had an issue, resolved quickly.",positive
REV-3514,CUST-101915,"Fast delivery and the wireless earbuds works great, very happy with this purchase.",positive
REV-3515,CUST-103739,"The blender broke after one week, very disappointed with the quality.",negative
REV-3516,CUST-103158,"Fast delivery and the wireless earbuds works great, very happy with this purchase.",positive
REV-3517,CUST-104365,"Love the blender, exactly as described. Highly recommend to others.",positive
REV-3518,CUST-103468,Customer support never responded about my coffee maker refund request.,negative
REV-3519,CUST-103204,"Great customer support when my blender had an issue, resolved quickly.",positive
REV-3520,CUST-100069,"Would not recommend, the phone case did not match the description at all.",negative
REV-3521,CUST-102313,"The wireless earbuds broke after one week, very disappointed with the quality.",negative
REV-3522,CUST-100857,"Great customer support when my desk lamp had an issue, resolved quickly.",positive
REV-3523,CUST-103295,Customer support never responded about my office chair refund request.,negative
REV-3524,CUST-100983,"Excellent quality office chair, exceeded my expectations. Will buy again!",positive
REV-3525,CUST-101414,Customer support never responded about my wireless earbuds refund request.,negative
REV-3526,CUST-100288,Customer support never responded about my wireless earbuds refund request.,negative
REV-3527,CUST-101468,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-3528,CUST-103016,Customer support never responded about my desk lamp refund request.,negative
REV-3529,CUST-100204,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-3530,CUST-100841,The phone case arrived on time and packaging was perfect. Five stars.,positive
REV-3531,CUST-101118,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-3532,CUST-103603,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-3533,CUST-100754,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-3534,CUST-103256,The coffee maker arrived on time and packaging was perfect. Five stars.,positive
REV-3535,CUST-104257,Delivery took way too long and the coffee maker arrived damaged.,negative
REV-3536,CUST-103686,"Overpriced for what you get, the coffee maker feels cheap and flimsy.",negative
REV-3537,CUST-100725,"Excellent quality blender, exceeded my expectations. Will buy again!",positive
REV-3538,CUST-100410,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-3539,CUST-102325,"Would not recommend, the office chair did not match the description at all.",negative
REV-3540,CUST-100815,The coffee maker arrived on time and packaging was perfect. Five stars.,positive
REV-3541,CUST-104766,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-3542,CUST-104622,"Love the phone case, exactly as described. Highly recommend to others.",positive
REV-3543,CUST-104190,Customer support never responded about my phone case refund request.,negative
REV-3544,CUST-105093,The office chair arrived on time and packaging was perfect. Five stars.,positive
REV-3545,CUST-101009,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-3546,CUST-100903,Customer support never responded about my office chair refund request.,negative
REV-3547,CUST-103476,"Excellent quality wireless earbuds, exceeded my expectations. Will buy again!",positive
REV-3548,CUST-105707,Customer support never responded about my coffee maker refund request.,negative
REV-3549,CUST-105639,"Excellent quality desk lamp, exceeded my expectations. Will buy again!",positive
REV-3550,CUST-101106,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-3551,CUST-105520,"Excellent quality sneakers, exceeded my expectations. Will buy again!",positive
REV-3552,CUST-105171,"Would not recommend, the desk lamp did not match the description at all.",negative
REV-3553,CUST-102049,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-3554,CUST-105742,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-3555,CUST-100666,Delivery took way too long and the coffee maker arrived damaged.,negative
REV-3556,CUST-104705,"Would not recommend, the sneakers did not match the description at all.",negative
REV-3557,CUST-100130,"The sneakers broke after one week, very disappointed with the quality.",negative
REV-3558,CUST-101418,"Excellent quality sneakers, exceeded my expectations. Will buy again!",positive
REV-3559,CUST-104901,Delivery took way too long and the backpack arrived damaged.,negative
REV-3560,CUST-100527,"The office chair broke after one week, very disappointed with the quality.",negative
REV-3561,CUST-105740,"Overpriced for what you get, the backpack feels cheap and flimsy.",negative
REV-3562,CUST-102921,"Love the phone case, exactly as described. Highly recommend to others.",positive
REV-3563,CUST-101833,"Love the office chair, exactly as described. Highly recommend to others.",positive
REV-3564,CUST-103964,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-3565,CUST-102942,The office chair arrived on time and packaging was perfect. Five stars.,positive
REV-3566,CUST-102231,"Would not recommend, the sneakers did not match the description at all.",negative
REV-3567,CUST-105210,"Would not recommend, the coffee maker did not match the description at all.",negative
REV-3568,CUST-105522,"Fast delivery and the office chair works great, very happy with this purchase.",positive
REV-3569,CUST-105296,"Love the backpack, exactly as described. Highly recommend to others.",positive
REV-3570,CUST-104796,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-3571,CUST-105690,Delivery took way too long and the coffee maker arrived damaged.,negative
REV-3572,CUST-103063,"Great customer support when my blender had an issue, resolved quickly.",positive
REV-3573,CUST-102951,"The wireless earbuds broke after one week, very disappointed with the quality.",negative
REV-3574,CUST-100520,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-3575,CUST-102063,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-3576,CUST-102834,Customer support never responded about my blender refund request.,negative
REV-3577,CUST-102860,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-3578,CUST-101659,"Overpriced for what you get, the phone case feels cheap and flimsy.",negative
REV-3579,CUST-100013,"Fast delivery and the office chair works great, very happy with this purchase.",positive
REV-3580,CUST-100188,"Great customer support when my coffee maker had an issue, resolved quickly.",positive
REV-3581,CUST-100976,Customer support never responded about my office chair refund request.,negative
REV-3582,CUST-104992,"Great customer support when my coffee maker had an issue, resolved quickly.",positive
REV-3583,CUST-102000,"Overpriced for what you get, the blender feels cheap and flimsy.",negative
REV-3584,CUST-100984,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-3585,CUST-103942,"Love the desk lamp, exactly as described. Highly recommend to others.",positive
REV-3586,CUST-105345,"Overpriced for what you get, the office chair feels cheap and flimsy.",negative
REV-3587,CUST-101229,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-3588,CUST-102177,The coffee maker arrived on time and packaging was perfect. Five stars.,positive
REV-3589,CUST-105835,"Excellent quality wireless earbuds, exceeded my expectations. Will buy again!",positive
REV-3590,CUST-104264,"Excellent quality desk lamp, exceeded my expectations. Will buy again!",positive
REV-3591,CUST-101981,The desk lamp arrived on time and packaging was perfect. Five stars.,positive
REV-3592,CUST-104544,"Love the blender, exactly as described. Highly recommend to others.",positive
REV-3593,CUST-102357,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-3594,CUST-102518,Customer support never responded about my wireless earbuds refund request.,negative
REV-3595,CUST-105946,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-3596,CUST-103370,"Fast delivery and the blender works great, very happy with this purchase.",positive
REV-3597,CUST-102136,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-3598,CUST-102334,"Would not recommend, the sneakers did not match the description at all.",negative
REV-3599,CUST-101948,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-3600,CUST-103915,"Excellent quality wireless earbuds, exceeded my expectations. Will buy again!",positive
REV-3601,CUST-105737,"Love the backpack, exactly as described. Highly recommend to others.",positive
REV-3602,CUST-100405,"Overpriced for what you get, the desk lamp feels cheap and flimsy.",negative
REV-3603,CUST-104944,"Excellent quality desk lamp, exceeded my expectations. Will buy again!",positive
REV-3604,CUST-103361,"Overpriced for what you get, the sneakers feels cheap and flimsy.",negative
REV-3605,CUST-105759,Delivery took way too long and the phone case arrived damaged.,negative
REV-3606,CUST-105278,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-3607,CUST-105258,Customer support never responded about my office chair refund request.,negative
REV-3608,CUST-104233,"Overpriced for what you get, the blender feels cheap and flimsy.",negative
REV-3609,CUST-100274,"Love the backpack, exactly as described. Highly recommend to others.",positive
REV-3610,CUST-105452,"The office chair broke after one week, very disappointed with the quality.",negative
REV-3611,CUST-100443,"Fast delivery and the wireless earbuds works great, very happy with this purchase.",positive
REV-3612,CUST-102228,"Great customer support when my backpack had an issue, resolved quickly.",positive
REV-3613,CUST-104598,"Excellent quality wireless earbuds, exceeded my expectations. Will buy again!",positive
REV-3614,CUST-103096,"The backpack broke after one week, very disappointed with the quality.",negative
REV-3615,CUST-100119,"The wireless earbuds broke after one week, very disappointed with the quality.",negative
REV-3616,CUST-101652,"Love the blender, exactly as described. Highly recommend to others.",positive
REV-3617,CUST-103363,"Excellent quality sneakers, exceeded my expectations. Will buy again!",positive
REV-3618,CUST-103015,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-3619,CUST-105302,"The coffee maker broke after one week, very disappointed with the quality.",negative
REV-3620,CUST-102361,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-3621,CUST-101857,"Overpriced for what you get, the office chair feels cheap and flimsy.",negative
REV-3622,CUST-105084,"Excellent quality desk lamp, exceeded my expectations. Will buy again!",positive
REV-3623,CUST-102379,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-3624,CUST-105449,"Overpriced for what you get, the wireless earbuds feels cheap and flimsy.",negative
REV-3625,CUST-104405,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-3626,CUST-104226,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-3627,CUST-103655,"Would not recommend, the desk lamp did not match the description at all.",negative
REV-3628,CUST-104950,"Overpriced for what you get, the phone case feels cheap and flimsy.",negative
REV-3629,CUST-102313,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-3630,CUST-104361,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-3631,CUST-105977,"Would not recommend, the desk lamp did not match the description at all.",negative
REV-3632,CUST-101439,"The blender broke after one week, very disappointed with the quality.",negative
REV-3633,CUST-103696,"Great customer support when my wireless earbuds had an issue, resolved quickly.",positive
REV-3634,CUST-105394,The backpack arrived on time and packaging was perfect. Five stars.,positive
REV-3635,CUST-101689,"Love the desk lamp, exactly as described. Highly recommend to others.",positive
REV-3636,CUST-101507,"The coffee maker broke after one week, very disappointed with the quality.",negative
REV-3637,CUST-100369,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-3638,CUST-105537,The desk lamp arrived on time and packaging was perfect. Five stars.,positive
REV-3639,CUST-101947,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-3640,CUST-105446,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-3641,CUST-104303,Delivery took way too long and the backpack arrived damaged.,negative
REV-3642,CUST-101330,"Love the blender, exactly as described. Highly recommend to others.",positive
REV-3643,CUST-101175,"Fast delivery and the backpack works great, very happy with this purchase.",positive
REV-3644,CUST-103924,"Would not recommend, the desk lamp did not match the description at all.",negative
REV-3645,CUST-105520,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-3646,CUST-100449,"Excellent quality office chair, exceeded my expectations. Will buy again!",positive
REV-3647,CUST-105623,"Overpriced for what you get, the blender feels cheap and flimsy.",negative
REV-3648,CUST-101488,"Would not recommend, the sneakers did not match the description at all.",negative
REV-3649,CUST-105053,"Overpriced for what you get, the office chair feels cheap and flimsy.",negative
REV-3650,CUST-103100,"Love the sneakers, exactly as described. Highly recommend to others.",positive
REV-3651,CUST-103706,Customer support never responded about my wireless earbuds refund request.,negative
REV-3652,CUST-102882,"Excellent quality blender, exceeded my expectations. Will buy again!",positive
REV-3653,CUST-101523,Customer support never responded about my blender refund request.,negative
REV-3654,CUST-102427,"Love the blender, exactly as described. Highly recommend to others.",positive
REV-3655,CUST-102511,Customer support never responded about my office chair refund request.,negative
REV-3656,CUST-101783,Customer support never responded about my desk lamp refund request.,negative
REV-3657,CUST-102317,"Overpriced for what you get, the desk lamp feels cheap and flimsy.",negative
REV-3658,CUST-102841,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-3659,CUST-100429,"Love the blender, exactly as described. Highly recommend to others.",positive
REV-3660,CUST-102361,"Great customer support when my phone case had an issue, resolved quickly.",positive
REV-3661,CUST-105388,"The wireless earbuds broke after one week, very disappointed with the quality.",negative
REV-3662,CUST-103021,"Would not recommend, the desk lamp did not match the description at all.",negative
REV-3663,CUST-104857,Delivery took way too long and the coffee maker arrived damaged.,negative
REV-3664,CUST-100631,"Excellent quality desk lamp, exceeded my expectations. Will buy again!",positive
REV-3665,CUST-102786,"Love the office chair, exactly as described. Highly recommend to others.",positive
REV-3666,CUST-105510,"Great customer support when my wireless earbuds had an issue, resolved quickly.",positive
REV-3667,CUST-103372,"Fast delivery and the blender works great, very happy with this purchase.",positive
REV-3668,CUST-104661,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-3669,CUST-101697,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-3670,CUST-103411,Delivery took way too long and the blender arrived damaged.,negative
REV-3671,CUST-102193,"Overpriced for what you get, the wireless earbuds feels cheap and flimsy.",negative
REV-3672,CUST-103221,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-3673,CUST-105507,"Excellent quality desk lamp, exceeded my expectations. Will buy again!",positive
REV-3674,CUST-105460,"Overpriced for what you get, the sneakers feels cheap and flimsy.",negative
REV-3675,CUST-101856,Customer support never responded about my blender refund request.,negative
REV-3676,CUST-104624,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-3677,CUST-104091,"The backpack broke after one week, very disappointed with the quality.",negative
REV-3678,CUST-101390,"Love the office chair, exactly as described. Highly recommend to others.",positive
REV-3679,CUST-103931,Delivery took way too long and the wireless earbuds arrived damaged.,negative
REV-3680,CUST-102438,"The coffee maker broke after one week, very disappointed with the quality.",negative
REV-3681,CUST-103187,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-3682,CUST-103522,"Fast delivery and the backpack works great, very happy with this purchase.",positive
REV-3683,CUST-100365,"Would not recommend, the coffee maker did not match the description at all.",negative
REV-3684,CUST-104798,"The backpack broke after one week, very disappointed with the quality.",negative
REV-3685,CUST-104212,"Great customer support when my desk lamp had an issue, resolved quickly.",positive
REV-3686,CUST-102999,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-3687,CUST-102185,"Great customer support when my wireless earbuds had an issue, resolved quickly.",positive
REV-3688,CUST-104037,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-3689,CUST-105937,"Fast delivery and the blender works great, very happy with this purchase.",positive
REV-3690,CUST-103528,The desk lamp arrived on time and packaging was perfect. Five stars.,positive
REV-3691,CUST-104364,"The office chair broke after one week, very disappointed with the quality.",negative
REV-3692,CUST-105939,"The office chair broke after one week, very disappointed with the quality.",negative
REV-3693,CUST-103274,"Great customer support when my desk lamp had an issue, resolved quickly.",positive
REV-3694,CUST-101213,"Would not recommend, the coffee maker did not match the description at all.",negative
REV-3695,CUST-104099,"Would not recommend, the backpack did not match the description at all.",negative
REV-3696,CUST-104205,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-3697,CUST-102683,Customer support never responded about my coffee maker refund request.,negative
REV-3698,CUST-105866,Customer support never responded about my blender refund request.,negative
REV-3699,CUST-105217,"Would not recommend, the office chair did not match the description at all.",negative
REV-3700,CUST-105238,"Overpriced for what you get, the backpack feels cheap and flimsy.",negative
REV-3701,CUST-104055,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-3702,CUST-100558,Customer support never responded about my office chair refund request.,negative
REV-3703,CUST-104395,Delivery took way too long and the sneakers arrived damaged.,negative
REV-3704,CUST-104416,"Would not recommend, the coffee maker did not match the description at all.",negative
REV-3705,CUST-100511,"Excellent quality sneakers, exceeded my expectations. Will buy again!",positive
REV-3706,CUST-105665,"Fast delivery and the backpack works great, very happy with this purchase.",positive
REV-3707,CUST-103443,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-3708,CUST-101504,The desk lamp arrived on time and packaging was perfect. Five stars.,positive
REV-3709,CUST-103535,"Love the phone case, exactly as described. Highly recommend to others.",positive
REV-3710,CUST-102852,Customer support never responded about my blender refund request.,negative
REV-3711,CUST-104674,"Overpriced for what you get, the backpack feels cheap and flimsy.",negative
REV-3712,CUST-104375,Delivery took way too long and the phone case arrived damaged.,negative
REV-3713,CUST-101869,"Excellent quality office chair, exceeded my expectations. Will buy again!",positive
REV-3714,CUST-102857,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-3715,CUST-105615,"Overpriced for what you get, the office chair feels cheap and flimsy.",negative
REV-3716,CUST-101381,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-3717,CUST-101055,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-3718,CUST-101672,Delivery took way too long and the wireless earbuds arrived damaged.,negative
REV-3719,CUST-100970,"The backpack broke after one week, very disappointed with the quality.",negative
REV-3720,CUST-104192,"Excellent quality office chair, exceeded my expectations. Will buy again!",positive
REV-3721,CUST-100926,"Great customer support when my backpack had an issue, resolved quickly.",positive
REV-3722,CUST-102512,"Great customer support when my sneakers had an issue, resolved quickly.",positive
REV-3723,CUST-105212,Customer support never responded about my office chair refund request.,negative
REV-3724,CUST-105436,"Overpriced for what you get, the phone case feels cheap and flimsy.",negative
REV-3725,CUST-103922,"Love the backpack, exactly as described. Highly recommend to others.",positive
REV-3726,CUST-101965,"Fast delivery and the backpack works great, very happy with this purchase.",positive
REV-3727,CUST-103547,"Fast delivery and the blender works great, very happy with this purchase.",positive
REV-3728,CUST-101830,"Fast delivery and the blender works great, very happy with this purchase.",positive
REV-3729,CUST-103073,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-3730,CUST-104361,"Excellent quality desk lamp, exceeded my expectations. Will buy again!",positive
REV-3731,CUST-102654,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-3732,CUST-103377,"Would not recommend, the phone case did not match the description at all.",negative
REV-3733,CUST-103364,"Fast delivery and the backpack works great, very happy with this purchase.",positive
REV-3734,CUST-103264,"Excellent quality wireless earbuds, exceeded my expectations. Will buy again!",positive
REV-3735,CUST-104887,The phone case arrived on time and packaging was perfect. Five stars.,positive
REV-3736,CUST-103343,"The phone case broke after one week, very disappointed with the quality.",negative
